2024-05-09 21:02:57,131 INFO  [main] com.tpe.SpringbootintroApplication:Starting SpringbootintroApplication using Java 17.0.11 on Emre-MacBook-Pro.local with PID 31336 (/Users/emresani/IdeaProjects/springbootintro/target/classes started by emresani in /Users/emresani/IdeaProjects/springbootintro)
2024-05-09 21:02:57,137 INFO  [main] com.tpe.SpringbootintroApplication:No active profile set, falling back to default profiles: default
2024-05-09 21:02:58,719 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-05-09 21:02:58,800 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 67 ms. Found 1 JPA repository interfaces.
2024-05-09 21:02:59,732 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8088 (http)
2024-05-09 21:02:59,742 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
2024-05-09 21:02:59,742 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.56]
2024-05-09 21:02:59,839 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
2024-05-09 21:02:59,840 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 2585 ms
2024-05-09 21:03:00,201 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
2024-05-09 21:03:00,233 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.4.Final
2024-05-09 21:03:00,397 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-05-09 21:03:00,475 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
2024-05-09 21:03:00,661 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
2024-05-09 21:03:00,677 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2024-05-09 21:03:01,253 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-05-09 21:03:01,258 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-05-09 21:03:01,891 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-05-09 21:03:02,697 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 4 endpoint(s) beneath base path '/actuator'
2024-05-09 21:03:02,761 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8088 (http) with context path ''
2024-05-09 21:03:02,781 INFO  [main] com.tpe.SpringbootintroApplication:Started SpringbootintroApplication in 6.414 seconds (JVM running for 7.029)
2024-05-09 21:06:46,916 INFO  [SpringApplicationShutdownHook] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Closing JPA EntityManagerFactory for persistence unit 'default'
2024-05-09 21:06:46,920 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown initiated...
2024-05-09 21:06:46,924 INFO  [SpringApplicationShutdownHook] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Shutdown completed.
2024-05-09 21:09:28,719 INFO  [main] com.tpe.SpringbootintroApplication:Starting SpringbootintroApplication using Java 17.0.11 on Emre-MacBook-Pro.local with PID 31458 (/Users/emresani/IdeaProjects/springbootintro/target/classes started by emresani in /Users/emresani/IdeaProjects/springbootintro)
2024-05-09 21:09:28,721 INFO  [main] com.tpe.SpringbootintroApplication:No active profile set, falling back to default profiles: default
2024-05-09 21:09:30,295 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Bootstrapping Spring Data JPA repositories in DEFAULT mode.
2024-05-09 21:09:30,366 INFO  [main] org.springframework.data.repository.config.RepositoryConfigurationDelegate:Finished Spring Data repository scanning in 63 ms. Found 1 JPA repository interfaces.
2024-05-09 21:09:31,265 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat initialized with port(s): 8088 (http)
2024-05-09 21:09:31,298 INFO  [main] org.apache.catalina.core.StandardService:Starting service [Tomcat]
2024-05-09 21:09:31,298 INFO  [main] org.apache.catalina.core.StandardEngine:Starting Servlet engine: [Apache Tomcat/9.0.56]
2024-05-09 21:09:31,383 INFO  [main] org.apache.catalina.core.ContainerBase.[Tomcat].[localhost].[/]:Initializing Spring embedded WebApplicationContext
2024-05-09 21:09:31,384 INFO  [main] org.springframework.boot.web.servlet.context.ServletWebServerApplicationContext:Root WebApplicationContext: initialization completed in 2531 ms
2024-05-09 21:09:31,772 INFO  [main] org.hibernate.jpa.internal.util.LogHelper:HHH000204: Processing PersistenceUnitInfo [name: default]
2024-05-09 21:09:31,806 INFO  [main] org.hibernate.Version:HHH000412: Hibernate ORM core version 5.6.4.Final
2024-05-09 21:09:31,964 INFO  [main] org.hibernate.annotations.common.Version:HCANN000001: Hibernate Commons Annotations {5.1.2.Final}
2024-05-09 21:09:32,033 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Starting...
2024-05-09 21:09:32,211 INFO  [main] com.zaxxer.hikari.HikariDataSource:HikariPool-1 - Start completed.
2024-05-09 21:09:32,224 INFO  [main] org.hibernate.dialect.Dialect:HHH000400: Using dialect: org.hibernate.dialect.PostgreSQLDialect
2024-05-09 21:09:32,770 INFO  [main] org.hibernate.engine.transaction.jta.platform.internal.JtaPlatformInitiator:HHH000490: Using JtaPlatform implementation: [org.hibernate.engine.transaction.jta.platform.internal.NoJtaPlatform]
2024-05-09 21:09:32,776 INFO  [main] org.springframework.orm.jpa.LocalContainerEntityManagerFactoryBean:Initialized JPA EntityManagerFactory for persistence unit 'default'
2024-05-09 21:09:33,411 WARN  [main] org.springframework.boot.autoconfigure.orm.jpa.JpaBaseConfiguration$JpaWebConfiguration:spring.jpa.open-in-view is enabled by default. Therefore, database queries may be performed during view rendering. Explicitly configure spring.jpa.open-in-view to disable this warning
2024-05-09 21:09:33,984 INFO  [main] org.springframework.boot.autoconfigure.security.servlet.UserDetailsServiceAutoConfiguration:

Using generated security password: 67875d20-f886-4812-b960-23b76f152241

2024-05-09 21:09:34,223 INFO  [main] org.springframework.boot.actuate.endpoint.web.EndpointLinksResolver:Exposing 4 endpoint(s) beneath base path '/actuator'
2024-05-09 21:09:34,297 INFO  [main] org.springframework.security.web.DefaultSecurityFilterChain:Will secure any request with [org.springframework.security.web.context.request.async.WebAsyncManagerIntegrationFilter@763ddfc3, org.springframework.security.web.context.SecurityContextPersistenceFilter@ecfff32, org.springframework.security.web.header.HeaderWriterFilter@66576bd2, org.springframework.web.filter.CorsFilter@7010c9e4, org.springframework.security.web.csrf.CsrfFilter@106f2425, org.springframework.security.web.authentication.logout.LogoutFilter@6a26eee6, org.springframework.security.web.authentication.UsernamePasswordAuthenticationFilter@64de9fa4, org.springframework.security.web.authentication.ui.DefaultLoginPageGeneratingFilter@13bf5fd, org.springframework.security.web.authentication.ui.DefaultLogoutPageGeneratingFilter@28befd62, org.springframework.security.web.authentication.www.BasicAuthenticationFilter@78141c58, org.springframework.security.web.savedrequest.RequestCacheAwareFilter@c247b02, org.springframework.security.web.servletapi.SecurityContextHolderAwareRequestFilter@78f1d29, org.springframework.security.web.authentication.AnonymousAuthenticationFilter@10f60e36, org.springframework.security.web.session.SessionManagementFilter@7f09ff10, org.springframework.security.web.access.ExceptionTranslationFilter@5e8e02a3, org.springframework.security.web.access.intercept.FilterSecurityInterceptor@1693d505]
2024-05-09 21:09:34,552 INFO  [main] org.springframework.boot.web.embedded.tomcat.TomcatWebServer:Tomcat started on port(s): 8088 (http) with context path ''
